var_class,eco_response,model_id,model_call,estimate,ci.lb,ci.ub,pi.lb,pi.ub,pval
plant,plant_abundance_lichens,plant_abundance_lichens_intercept_only,extra_analyses/builds_zero/models/null_models/plant_abundance_lichens_intercept_only.rds,-0.420570495914255,-0.955066891159295,0.113925899330785,-2.12411712275059,1.28297613092208,0.0942528372757661
plant,plant_abundance_lichens,plant_abundance_lichens_intercept_only,extra_analyses/builds_zero/models/null_models/plant_abundance_lichens_intercept_only.rds,-0.420570495914255,-0.955066891159295,0.113925899330785,-2.12411712275059,1.28297613092208,0.0942528372757661
plant,plant_abundance_total,plant_abundance_total_intercept_only,extra_analyses/builds_zero/models/null_models/plant_abundance_total_intercept_only.rds,-0.588414901282013,-1.23605997983548,0.0592301772714512,-2.86457462981448,1.68774482725045,0.0679047558626743
plant,plant_abundance_dwarf_shrubs,plant_abundance_dwarf_shrubs_intercept_only,extra_analyses/builds_zero/models/null_models/plant_abundance_dwarf_shrubs_intercept_only.rds,-0.217027473670583,-0.613583207153629,0.179528259812462,-1.14351428846773,0.709459341126563,0.218489018358886
plant,plant_abundance_graminoids,plant_abundance_graminoids_intercept_only,extra_analyses/builds_zero/models/null_models/plant_abundance_graminoids_intercept_only.rds,-0.109449581821388,-0.345572277235803,0.126673113593027,-0.536749277419057,0.317850113776281,0.316304028090598
plant,plant_height,plant_height_intercept_only,extra_analyses/builds_zero/models/null_models/plant_height_intercept_only.rds,-0.421876311076968,-0.846758120294517,0.0030054981405816,-2.19254373718308,1.34879111502915,0.0510166041277681
