"article_ID","herbivore_gr_ID_higher_diversity","herbivore_gr_ID_lower_diversity","contrast","change.long","change","herbivore_fgr_ID_higher_diversity","herbivore_fgr_ID_lower_diversity","contrast_f","change.long_f","change_f","study_ID","herbivore_gr_nr_high","herbivore_gr_nr_low","herbivore_fgr_nr_high","herbivore_fgr_nr_low","change.num","change.num.f"
"1","invertebrate_herbivores","invertebrate_herbivores","invertebrate_herbivores | invertebrate_herbivores","no_contrast","zero","inv","inv","inv | inv","no_contrast","zero","1_a",1,1,1,1,0,0
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_t",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_u",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_v",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_w",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_x",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_y",1,0,1,0,1,1
"1388","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1388_z",1,0,1,0,1,1
"1412","large_herbivores; medium_herbivores","zero","large_herbivores; medium_herbivores | zero","large_and_medium_herbivores","LM","F1; F3","zero","F1; F3 | zero","F1_and_F3","F1_F3","1412_a",2,0,2,0,2,2
"1416","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1416_a",1,0,1,0,1,1
"1416","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1416_b",1,0,1,0,1,1
"1416","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1416_c",1,0,1,0,1,1
"1416","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1416_d",1,0,1,0,1,1
"1416","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1416_e",1,0,1,0,1,1
"143","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","143_a",1,0,1,0,1,1
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_a",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_b",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_d",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_e",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_i",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_j",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_l",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_m",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_o",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_p",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_r",2,0,2,0,2,2
"1462","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1462_s",2,0,2,0,2,2
"1466","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1466_a",1,0,1,0,1,1
"1466","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1466_b",1,0,1,0,1,1
"1466","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1466_c",1,0,1,0,1,1
"1466","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1466_d",1,0,1,0,1,1
"1490","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1490_a",1,0,1,0,1,1
"1490","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1490_b",1,0,1,0,1,1
"15","large_herbivores; medium_herbivores; small_herbivores","medium_herbivores; small_herbivores","large_herbivores; medium_herbivores; small_herbivores | medium_herbivores; small_herbivores","large_herbivores","L","F2; F3","F2; F3","F2; F3 | F2; F3","no_contrast","zero","15_a",3,2,2,2,1,0
"15","large_herbivores; medium_herbivores; small_herbivores","medium_herbivores; small_herbivores","large_herbivores; medium_herbivores; small_herbivores | medium_herbivores; small_herbivores","large_herbivores","L","F2; F3","F2; F3","F2; F3 | F2; F3","no_contrast","zero","15_b",3,2,2,2,1,0
"15","large_herbivores; medium_herbivores; small_herbivores","medium_herbivores; small_herbivores","large_herbivores; medium_herbivores; small_herbivores | medium_herbivores; small_herbivores","large_herbivores","L","F2; F3","F2; F3","F2; F3 | F2; F3","no_contrast","zero","15_c",3,2,2,2,1,0
"15","large_herbivores; medium_herbivores; small_herbivores","medium_herbivores; small_herbivores","large_herbivores; medium_herbivores; small_herbivores | medium_herbivores; small_herbivores","large_herbivores","L","F2; F3","F2; F3","F2; F3 | F2; F3","no_contrast","zero","15_d",3,2,2,2,1,0
"15","large_herbivores; medium_herbivores; small_herbivores","medium_herbivores; small_herbivores","large_herbivores; medium_herbivores; small_herbivores | medium_herbivores; small_herbivores","large_herbivores","L","F2; F3","F2; F3","F2; F3 | F2; F3","no_contrast","zero","15_e",3,2,2,2,1,0
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_a",1,0,1,0,1,1
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_b",1,0,1,0,1,1
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_c",1,0,1,0,1,1
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_d",1,0,1,0,1,1
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_e",1,0,1,0,1,1
"1503","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1503_f",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_a",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_b",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_c",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_d",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_e",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_f",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_g",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_h",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_i",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_j",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_k",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_l",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_m",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_n",1,0,1,0,1,1
"1509","large_herbivores","zero","large_herbivores | zero","large_herbivores","L","F3","zero","F3 | zero","F3","F3","1509_o",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_a",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_b",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_c",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_d",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_e",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_f",1,0,1,0,1,1
"152","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","152_g",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_a",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_b",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_c",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_d",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_e",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_f",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_g",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_h",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_i",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_j",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_k",1,0,1,0,1,1
"1539","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","1539_l",1,0,1,0,1,1
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_a",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_b",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_c",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_d",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_e",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_f",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_g",2,0,2,0,2,2
"1555","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1555_h",2,0,2,0,2,2
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_a",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_b",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_c",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_d",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_e",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_f",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_g",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_h",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_i",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_j",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_k",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_l",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_m",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_n",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_o",3,1,2,1,2,1
"1563","large_herbivores; medium_herbivores; small_herbivores","small_herbivores","large_herbivores; medium_herbivores; small_herbivores | small_herbivores","large_and_medium_herbivores","LM","F2; F3","F2","F2; F3 | F2","F3","F3","1563_p",3,1,2,1,2,1
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_a",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_aa",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_ab",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_ac",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_ad",2,0,2,0,2,2
"157","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","157_ae",1,0,1,0,1,1
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_af",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_ag",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_ah",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_ai",2,0,2,0,2,2
"157","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","157_aj",1,0,1,0,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_b",2,0,2,0,2,2
"157","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","157_c",1,0,1,0,1,1
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_d",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_e",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_f",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_g",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_h",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_i",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_j",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_k",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_l",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_m",2,0,2,0,2,2
"157","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","157_n",1,0,1,0,1,1
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_o",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_p",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_q",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_r",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_s",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_t",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_u",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_v",2,0,2,0,2,2
"157","large_herbivores; small_herbivores","small_herbivores","large_herbivores; small_herbivores | small_herbivores","medium_herbivores","M","F2; F3","F2","F2; F3 | F2","F3","F3","157_x",2,1,2,1,1,1
"157","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","157_y",2,0,2,0,2,2
"157","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","157_z",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_a",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_b",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_c",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_d",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_e",1,0,1,0,1,1
"158","medium_herbivores","zero","medium_herbivores | zero","medium_herbivores","M","F1","zero","F1 | zero","F1","F1","158_f",1,0,1,0,1,1
"16","invertebrate_herbivores; large_herbivores; medium_herbivores","invertebrate_herbivores","invertebrate_herbivores; large_herbivores; medium_herbivores | invertebrate_herbivores","large_and_medium_herbivores","LM","F3; inv","inv","F3; inv | inv","F3","F3","16_a",3,1,2,1,2,1
"16","invertebrate_herbivores; large_herbivores; medium_herbivores","invertebrate_herbivores; medium_herbivores","invertebrate_herbivores; large_herbivores; medium_herbivores | invertebrate_herbivores; medium_herbivores","large_herbivores","L","F3; inv","F3; inv","F3; inv | F3; inv","no_contrast","zero","16_b",3,2,2,2,1,0
"16","invertebrate_herbivores; medium_herbivores","invertebrate_herbivores","invertebrate_herbivores; medium_herbivores | invertebrate_herbivores","medium_herbivores","M","F3; inv","inv","F3; inv | inv","F3","F3","16_c",2,1,2,1,1,1
"16","invertebrate_herbivores; large_herbivores; medium_herbivores","invertebrate_herbivores","invertebrate_herbivores; large_herbivores; medium_herbivores | invertebrate_herbivores","large_and_medium_herbivores","LM","F3; inv","inv","F3; inv | inv","F3","F3","16_d",3,1,2,1,2,1
"16","invertebrate_herbivores; large_herbivores; medium_herbivores","invertebrate_herbivores; medium_herbivores","invertebrate_herbivores; large_herbivores; medium_herbivores | invertebrate_herbivores; medium_herbivores","large_herbivores","L","F3; inv","F3; inv","F3; inv | F3; inv","no_contrast","zero","16_e",3,2,2,2,1,0
"16","invertebrate_herbivores; medium_herbivores","invertebrate_herbivores","invertebrate_herbivores; medium_herbivores | invertebrate_herbivores","medium_herbivores","M","F3; inv","inv","F3; inv | inv","F3","F3","16_f",2,1,2,1,1,1
"1604","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1604_a",2,0,2,0,2,2
"1604","large_herbivores; small_herbivores","zero","large_herbivores; small_herbivores | zero","large_and_small_herbivores","LS","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1604_b",2,0,2,0,2,2
"1604","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","1604_c",1,0,1,0,1,1
"1604","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2","zero","F2 | zero","F2","F2","1604_d",1,0,1,0,1,1
