eco_response,variable,model_id,model_call,LRT,pval,BIC,AIC,AICc,estimate,ci.lb,ci.ub,estimate_pval,r2_marginal,row_number
ecosystem_respiration,change_f -1,ecosystem_respiration_change_f,builds/models/variable_models/ecosystem_respiration_change_f.rds,4.32081755676037,0.364325566038198,75.2719010761546,67.9602440120907,76.5756286274753,-0.139205150201749,-1.70639883183078,1.42798853142728,0.828433567455857,0.397249333478118,1
ecosystem_respiration,distance_from_coast,ecosystem_respiration_distance_from_coast,builds/models/variable_models/ecosystem_respiration_distance_from_coast.rds,0.657633127476544,0.417396783906205,69.8015181922682,65.6234284413745,68.1234284413745,-0.00204264434514801,-0.00770928484911715,0.00362399615882112,0.429946875573798,0.0877580856002453,2
ecosystem_respiration,distance_to_treeline,ecosystem_respiration_distance_to_treeline,builds/models/variable_models/ecosystem_respiration_distance_to_treeline.rds,1.74886187478464,0.186019874545833,68.7102894449601,64.5321996940664,67.0321996940664,0.000675079157001712,-0.000409807732687209,0.00175996604669063,0.189223023404603,0.174369524443322,3
ecosystem_respiration,elevation_DEM,ecosystem_respiration_elevation_DEM,builds/models/variable_models/ecosystem_respiration_elevation_DEM.rds,3.116361574593,0.0775096731218553,67.3427897451517,63.1646999942581,65.6646999942581,0.00149472540676365,-0.000388290869314597,0.00337774168284189,0.104558521146265,0.33027244563298,4
ecosystem_respiration,ess.se,ecosystem_respiration_ess.se,builds/models/variable_models/ecosystem_respiration_ess.se.rds,0.592092860634352,0.441610961732431,69.8670584591104,65.6889687082167,68.1889687082167,-1.08916488902902,-4.04998145645049,1.87165167839245,0.450803422366982,0.0488050973925906,5
ecosystem_respiration,exclusion -1,ecosystem_respiration_exclusion,builds/models/variable_models/ecosystem_respiration_exclusion.rds,0.159344006560332,0.689761193286018,70.2998073131844,66.1217175622907,68.6217175622907,-0.45305518679086,-1.57807824814107,0.671967874559348,0.409783269276544,0.0260516959220773,6
ecosystem_respiration,habitat_type -1,ecosystem_respiration_habitat_type,builds/models/variable_models/ecosystem_respiration_habitat_type.rds,4.47006618077087,0.214975907014193,72.0781300144207,65.8109953880802,71.8109953880802,0.0171789587628365,-1.69744761655837,1.73180553408405,0.983381394316593,0.348180410851233,7
ecosystem_respiration,herb_fgr_change,ecosystem_respiration_herb_fgr_change,builds/models/variable_models/ecosystem_respiration_herb_fgr_change.rds,0.0182059289525114,0.892667735377506,70.4409453907922,66.2628556398985,68.7628556398985,0.0446187500980827,-0.647424380415164,0.736661880611329,0.894074276703955,0.00340812002521573,8
ecosystem_respiration,overall_criterion -1,ecosystem_respiration_overall_criterion,builds/models/variable_models/ecosystem_respiration_overall_criterion.rds,1.04775550883606,0.306024580179285,69.4113958109087,65.233306060015,67.733306060015,-0.423086620993931,-1.03245394241499,0.186280700427123,0.162486799701166,0.112638889911848,9
ecosystem_respiration,permafrost_D,ecosystem_respiration_permafrost_D,builds/models/variable_models/ecosystem_respiration_permafrost_D.rds,0.219499060826621,0.639421874216637,70.2396522589181,66.0615625080244,68.5615625080244,-0.0208937151361475,-0.123603654747727,0.0818162244754321,0.65151824792267,0.0326193216043488,10
